@N: MF248 |Running in 64-bit mode.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[10] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[9] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[8] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[7] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[6] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[5] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[4] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[15] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[14] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[13] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[12] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[26] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[23] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[22] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[19] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[31] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[30] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[29] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[28] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[27] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":183:6:183:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_INT_DATA_OUT[3] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":183:6:183:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_INT_DATA_OUT[15] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":183:6:183:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_INT_DATA_OUT[14] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":183:6:183:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_INT_DATA_OUT[13] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":183:6:183:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_INT_DATA_OUT[12] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_obuf.vhd":147:6:147:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.IOBUF.genREPLYOBUF1\.REPLYOBUF.int_data_in_i[3] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_obuf.vhd":147:6:147:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.IOBUF.genREPLYOBUF1\.REPLYOBUF.int_data_in_i[12] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_obuf.vhd":147:6:147:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.IOBUF.genREPLYOBUF1\.REPLYOBUF.int_data_in_i[13] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_obuf.vhd":147:6:147:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.IOBUF.genREPLYOBUF1\.REPLYOBUF.int_data_in_i[14] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_obuf.vhd":147:6:147:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.IOBUF.genREPLYOBUF1\.REPLYOBUF.int_data_in_i[15] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: FX164 |The option to pack registers in the IOB has not been specified. Please set syn_useioff attribute.  
@N: FO126 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":35:9:35:11|Generating RAM THE_TOOLS.gen_SPI\.THE_SPI.PROC_MEM\.ram_1[31:0]
@N: FO126 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":35:9:35:11|Generating RAM THE_TOOLS.gen_SPI\.THE_SPI.PROC_MEM\.ram[31:0]
@N: FO126 :"c:\users\ishra\muse_triggers_fpga\trbnet\basics\ram_16x16_dp.vhd":38:9:38:11|Generating RAM THE_ENDPOINT.THE_ENDPOINT.genbuffers\.3\.geniobuf\.gen_regio\.regIO.the_addresses.THE_STAT_RAM.ram_1[15:0]
@N: FO126 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\trb3_tools.vhd":297:26:297:59|Generating RAM THE_TOOLS.gen_TRIG_LOGIC\.THE_TRIG_LOGIC.THE_CONTROL\.coincidence_enable[10:0]
@N: MT611 :|Automatically generated clock sfp_1_200_int_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0|refclkdiv2_rx_ch1_derived_clock is not used and is being removed
@N: MT611 :|Automatically generated clock sfp_1_200_int_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0|refclkdiv2_tx_ch_derived_clock is not used and is being removed
@N: FX1056 |Writing EDF file: C:\Users\ishra\MUSE_Triggers_FPGA\MUSEtrigger__VetoBM_Shraddha\project\trb3_periph_blank\blank_trb3_periph_blank.edi
@N: BW106 |Synplicity Constraint File capacitance units using default value of 1pF 
@N: MT320 |This timing report is an estimate of place and route data. For final timing results, use the FPGA vendor place and route report.
@N: MT322 |Clock constraints include only register-to-register paths associated with each individual clock.
